panel,dataset,domain,recording_id,source_index,time_s,x_m,y_m,z_m,speed_mps,display_speed_mps
d,OxIOD,smartphone motion,running/imu1,652,1528386465.62756,-1.351747788,1.877752596,1.257643744,0.003551798972866174,0.003551798972866174
d,OxIOD,smartphone motion,running/imu1,707,1528386465.90255,-1.351391364,1.876950466,1.257945121,0.01016773284521615,0.01016773284521615
d,OxIOD,smartphone motion,running/imu1,761,1528386466.17251,-1.351098478,1.876255074,1.256600779,0.009401244307380617,0.009401244307380617
d,OxIOD,smartphone motion,running/imu1,816,1528386466.4475899,-1.351856898,1.876693737,1.256143799,0.012759820700145865,0.012759820700145865
d,OxIOD,smartphone motion,running/imu1,870,1528386466.71758,-1.35182146,1.876080633,1.255191719,0.00958794119436503,0.00958794119436503
d,OxIOD,smartphone motion,running/imu1,924,1528386466.9874299,-1.351025836,1.874248852,1.25468351,0.006537040433748717,0.006537040433748717
d,OxIOD,smartphone motion,running/imu1,979,1528386467.2626,-1.350056746,1.873084916,1.254540458,0.011582898861839,0.011582898861839
d,OxIOD,smartphone motion,running/imu1,1033,1528386467.5325701,-1.349414379,1.873792188,1.252455885,0.007525217642060391,0.007525217642060391
d,OxIOD,smartphone motion,running/imu1,1088,1528386467.80755,-1.348751637,1.874905237,1.252040991,0.010968936658828322,0.010968936658828322
d,OxIOD,smartphone motion,running/imu1,1142,1528386468.07756,-1.338995831,1.866111709,1.245040267,0.10022540975295864,0.10022540975295864
d,OxIOD,smartphone motion,running/imu1,1196,1528386468.34756,-1.321471387,1.84256928,1.238037967,0.19650697028945535,0.19650697028945535
d,OxIOD,smartphone motion,running/imu1,1251,1528386468.62258,-1.362997537,1.720970192,1.215030407,0.8185594591134684,0.8185594591134684
d,OxIOD,smartphone motion,running/imu1,1305,1528386468.89271,-1.397575617,1.439435064,1.170721901,1.2952205248283495,1.2952205248283495
d,OxIOD,smartphone motion,running/imu1,1360,1528386469.16754,-1.340544164,1.079282351,1.179496546,1.376084724304261,1.376084724304261
d,OxIOD,smartphone motion,running/imu1,1414,1528386469.4376,-1.343852231,0.730955715,1.210443231,1.3242964462976112,1.3242964462976112
d,OxIOD,smartphone motion,running/imu1,1468,1528386469.7076201,-1.323142651,0.297831936,1.212165555,1.764585380443248,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,1523,1528386469.98241,-1.196546487,-0.161679161,1.219997694,1.5561960910389392,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,1577,1528386470.2526798,-1.118642251,-0.56158756,1.233341342,1.5205961738499796,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,1632,1528386470.5275898,-0.946631429,-0.99443432,1.229320072,1.7926921750236937,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,1686,1528386470.7976298,-0.664656462,-1.338104277,1.241195038,1.4835665061920424,1.4835665061920424
d,OxIOD,smartphone motion,running/imu1,1740,1528386471.06766,-0.463495552,-1.667995204,1.203994511,1.5252050227512486,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,1795,1528386471.3426502,-0.086650832,-1.91010219,1.202205829,1.5937865282833987,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,1849,1528386471.61261,0.25797816,-2.057063919,1.23111038,1.1708888112598743,1.1708888112598743
d,OxIOD,smartphone motion,running/imu1,1904,1528386471.88756,0.580507072,-2.151010056,1.209623646,1.4880641848512526,1.4880641848512526
d,OxIOD,smartphone motion,running/imu1,1958,1528386472.15748,0.980537503,-2.015785213,1.224756066,1.4768685557046792,1.4768685557046792
d,OxIOD,smartphone motion,running/imu1,2012,1528386472.4275498,1.21496134,-1.832484801,1.236888539,0.8915821690138188,0.8915821690138188
d,OxIOD,smartphone motion,running/imu1,2067,1528386472.70261,1.432220829,-1.619108055,1.18964814,1.515189973506471,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,2121,1528386472.97261,1.521122176,-1.221584276,1.212145086,1.4660533455357614,1.4660533455357614
d,OxIOD,smartphone motion,running/imu1,2176,1528386473.2475898,1.543357863,-0.870124975,1.225741023,1.1592933018238414,1.1592933018238414
d,OxIOD,smartphone motion,running/imu1,2230,1528386473.51762,1.466382775,-0.526774191,1.22127596,1.5473867398340642,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,2284,1528386473.78753,1.176027491,-0.251042202,1.23336396,1.387436332850523,1.387436332850523
d,OxIOD,smartphone motion,running/imu1,2339,1528386474.0626402,0.93427017,-0.036706872,1.231546415,1.0889275391705944,1.0889275391705944
d,OxIOD,smartphone motion,running/imu1,2393,1528386474.3326201,0.63150249,0.179301929,1.210640594,1.4701061104183113,1.4701061104183113
d,OxIOD,smartphone motion,running/imu1,2448,1528386474.60766,0.255731822,0.308070872,1.233861232,1.355261574906853,1.355261574906853
d,OxIOD,smartphone motion,running/imu1,2502,1528386474.8775702,-0.040725701,0.438729159,1.235081277,1.154450764226269,1.154450764226269
d,OxIOD,smartphone motion,running/imu1,2556,1528386475.1476202,-0.399612308,0.562573828,1.228404554,1.4472480949622981,1.4472480949622981
d,OxIOD,smartphone motion,running/imu1,2611,1528386475.42264,-0.755396932,0.652647866,1.26043714,1.1689257039941656,1.1689257039941656
d,OxIOD,smartphone motion,running/imu1,2665,1528386475.69262,-0.969361198,0.830624818,1.26086351,1.0321434558768037,1.0321434558768037
d,OxIOD,smartphone motion,running/imu1,2720,1528386475.9676201,-1.17450859,1.06925148,1.237301707,1.0754801472231823,1.0754801472231823
d,OxIOD,smartphone motion,running/imu1,2774,1528386476.23758,-1.297794407,1.282424585,1.25409177,0.7074573622578011,0.7074573622578011
d,OxIOD,smartphone motion,running/imu1,2828,1528386476.5075798,-1.234457616,1.450358902,1.238197331,0.6452547329824795,0.6452547329824795
d,OxIOD,smartphone motion,running/imu1,2883,1528386476.78254,-1.131113397,1.609877749,1.199575352,0.5320062491054266,0.5320062491054266
d,OxIOD,smartphone motion,running/imu1,2937,1528386477.05267,-1.011282989,1.667056739,1.229869953,0.5607492121922026,0.5607492121922026
d,OxIOD,smartphone motion,running/imu1,2992,1528386477.32761,-0.867698032,1.613342095,1.208198014,0.6324721481298635,0.6324721481298635
d,OxIOD,smartphone motion,running/imu1,3046,1528386477.59768,-0.638982322,1.623485431,1.186993372,0.9124295760312647,0.9124295760312647
d,OxIOD,smartphone motion,running/imu1,3100,1528386477.8676102,-0.4102656,1.617403025,1.210457775,0.683866571537627,0.683866571537627
d,OxIOD,smartphone motion,running/imu1,3155,1528386478.14259,-0.209196375,1.530161319,1.202831452,0.9793115719641473,0.9793115719641473
d,OxIOD,smartphone motion,running/imu1,3209,1528386478.41267,0.099036277,1.420397468,1.188892146,1.2305373921348675,1.2305373921348675
d,OxIOD,smartphone motion,running/imu1,3264,1528386478.68753,0.38142324,1.294775269,1.211236035,0.8929288578313878,0.8929288578313878
d,OxIOD,smartphone motion,running/imu1,3318,1528386478.95765,0.543088452,1.122688188,1.205454325,1.0000636282726996,1.0000636282726996
d,OxIOD,smartphone motion,running/imu1,3372,1528386479.22767,0.752378259,0.868208944,1.196344985,1.2374662028127872,1.2374662028127872
d,OxIOD,smartphone motion,running/imu1,3427,1528386479.50268,0.905276635,0.606339811,1.221346432,0.9063932362274966,0.9063932362274966
d,OxIOD,smartphone motion,running/imu1,3481,1528386479.77265,0.944415798,0.364219922,1.214461647,1.0744963470360707,1.0744963470360707
d,OxIOD,smartphone motion,running/imu1,3536,1528386480.0477,1.025067576,0.005920717,1.189058217,1.341027780682067,1.341027780682067
d,OxIOD,smartphone motion,running/imu1,3590,1528386480.3175502,1.055565276,-0.316550606,1.20146022,0.8714675767053445,0.8714675767053445
d,OxIOD,smartphone motion,running/imu1,3644,1528386480.58773,0.930642423,-0.508014707,1.19420694,0.9821847585700314,0.9821847585700314
d,OxIOD,smartphone motion,running/imu1,3699,1528386480.8627,0.786372812,-0.787101947,1.177015399,1.207017404196695,1.207017404196695
d,OxIOD,smartphone motion,running/imu1,3753,1528386481.13271,0.612508613,-1.010604002,1.213905746,0.8588286237031223,0.8588286237031223
d,OxIOD,smartphone motion,running/imu1,3808,1528386481.40768,0.390156861,-1.083768377,1.1753446,1.122491914592803,1.122491914592803
d,OxIOD,smartphone motion,running/imu1,3862,1528386481.67769,0.095669742,-1.300151278,1.174389992,1.411772444687747,1.411772444687747
d,OxIOD,smartphone motion,running/imu1,3916,1528386481.94769,-0.160028115,-1.47524777,1.191609498,0.8858888275548208,0.8858888275548208
d,OxIOD,smartphone motion,running/imu1,3971,1528386482.22267,-0.424686991,-1.514815601,1.178467536,1.4184104690389618,1.4184104690389618
d,OxIOD,smartphone motion,running/imu1,4025,1528386482.49266,-0.796190499,-1.706123258,1.203880358,1.5682596676571907,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,4080,1528386482.7675898,-1.04641045,-2.010952934,1.231784899,1.3419470505846647,1.3419470505846647
d,OxIOD,smartphone motion,running/imu1,4134,1528386483.0376298,-1.154101659,-2.308877273,1.252716641,1.1375474311695437,1.1375474311695437
d,OxIOD,smartphone motion,running/imu1,4188,1528386483.3077,-1.022169258,-2.600441261,1.229528677,1.3043865443276883,1.3043865443276883
d,OxIOD,smartphone motion,running/imu1,4243,1528386483.5826402,-0.771027265,-2.747253161,1.182814251,0.9999399257704783,0.9999399257704783
d,OxIOD,smartphone motion,running/imu1,4297,1528386483.85267,-0.459425386,-2.737067109,1.168426478,1.1531768774592415,1.1531768774592415
d,OxIOD,smartphone motion,running/imu1,4352,1528386484.12765,-0.17690377,-2.621113391,1.214593131,1.0513516799015987,1.0513516799015987
d,OxIOD,smartphone motion,running/imu1,4406,1528386484.3977,0.059418115,-2.502788625,1.214045835,0.9486712853621575,0.9486712853621575
d,OxIOD,smartphone motion,running/imu1,4460,1528386484.6677,0.282500883,-2.31732234,1.236417227,1.1891865994876722,1.1891865994876722
d,OxIOD,smartphone motion,running/imu1,4515,1528386484.9426801,0.428619007,-2.044780583,1.242251152,1.1315761682677221,1.1315761682677221
d,OxIOD,smartphone motion,running/imu1,4569,1528386485.2127202,0.547200085,-1.792427429,1.220969172,1.0332972285891788,1.0332972285891788
d,OxIOD,smartphone motion,running/imu1,4624,1528386485.48769,0.668195312,-1.493208983,1.2327604,1.297201144774127,1.297201144774127
d,OxIOD,smartphone motion,running/imu1,4678,1528386485.75784,0.700085004,-1.139419442,1.250977122,1.2620124470108967,1.2620124470108967
d,OxIOD,smartphone motion,running/imu1,4732,1528386486.02769,0.746603612,-0.819723182,1.2367562,1.1913112696900678,1.1913112696900678
d,OxIOD,smartphone motion,running/imu1,4787,1528386486.30262,0.84727504,-0.460563135,1.22047721,1.5043454935856957,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,4841,1528386486.57269,0.856973778,-0.062485544,1.23305698,1.449068567182427,1.449068567182427
d,OxIOD,smartphone motion,running/imu1,4896,1528386486.84775,0.899272885,0.268289633,1.225206596,1.2367709812038854,1.2367709812038854
d,OxIOD,smartphone motion,running/imu1,4950,1528386487.11774,0.956677845,0.635500533,1.223894648,1.4818104181011584,1.4818104181011584
d,OxIOD,smartphone motion,running/imu1,5004,1528386487.38764,0.894442605,1.027430419,1.251410953,1.3874948292921554,1.3874948292921554
d,OxIOD,smartphone motion,running/imu1,5059,1528386487.66274,0.873823745,1.365767551,1.236450182,1.1601791058486748,1.1601791058486748
d,OxIOD,smartphone motion,running/imu1,5113,1528386487.93276,0.828957972,1.723834301,1.236804298,1.4382744123981872,1.4382744123981872
d,OxIOD,smartphone motion,running/imu1,5168,1528386488.2077901,0.647620396,2.057386829,1.254825835,1.3032489704145531,1.3032489704145531
d,OxIOD,smartphone motion,running/imu1,5222,1528386488.47772,0.482733325,2.325497372,1.233992754,1.0975366476338495,1.0975366476338495
d,OxIOD,smartphone motion,running/imu1,5276,1528386488.74767,0.233929708,2.542075548,1.231182831,1.2489051669200555,1.2489051669200555
d,OxIOD,smartphone motion,running/imu1,5331,1528386489.02267,-0.1065443,2.59870719,1.239241602,1.1702280519988308,1.1702280519988308
d,OxIOD,smartphone motion,running/imu1,5385,1528386489.29269,-0.398167834,2.564193386,1.219870277,1.107060820695732,1.107060820695732
d,OxIOD,smartphone motion,running/imu1,5440,1528386489.56768,-0.672529909,2.372347667,1.229426091,1.2627241178160162,1.2627241178160162
d,OxIOD,smartphone motion,running/imu1,5494,1528386489.83774,-0.843639218,2.099489952,1.217232545,1.0467540832741333,1.0467540832741333
d,OxIOD,smartphone motion,running/imu1,5548,1528386490.10769,-1.006154411,1.905533427,1.215401448,1.1126665915601361,1.1126665915601361
d,OxIOD,smartphone motion,running/imu1,5603,1528386490.3827899,-1.124607333,1.566806626,1.211950815,1.3708564976467768,1.3708564976467768
d,OxIOD,smartphone motion,running/imu1,5657,1528386490.65274,-1.159748972,1.239246131,1.235081481,0.9885849695988504,0.9885849695988504
d,OxIOD,smartphone motion,running/imu1,5712,1528386490.92776,-1.250129033,0.966770292,1.231633004,1.2246139192191676,1.2246139192191676
d,OxIOD,smartphone motion,running/imu1,5766,1528386491.19775,-1.301005172,0.593820052,1.211785305,1.3770745198197891,1.3770745198197891
d,OxIOD,smartphone motion,running/imu1,5820,1528386491.4677901,-1.301250876,0.239962722,1.212312256,1.107691153467036,1.107691153467036
d,OxIOD,smartphone motion,running/imu1,5875,1528386491.74275,-1.374457013,-0.045980737,1.209843928,1.2672489779472038,1.2672489779472038
d,OxIOD,smartphone motion,running/imu1,5929,1528386492.0127401,-1.382063197,-0.42861823,1.202778197,1.4966749349530784,1.4966749349530784
d,OxIOD,smartphone motion,running/imu1,5984,1528386492.28774,-1.309722553,-0.798421377,1.229404936,1.3104827039935747,1.3104827039935747
d,OxIOD,smartphone motion,running/imu1,6038,1528386492.55776,-1.264253257,-1.131839613,1.238091368,1.3357937292495248,1.3357937292495248
d,OxIOD,smartphone motion,running/imu1,6092,1528386492.82777,-1.126949321,-1.483656718,1.226954756,1.4877245238943433,1.4877245238943433
d,OxIOD,smartphone motion,running/imu1,6147,1528386493.10275,-0.899232407,-1.782190451,1.217882485,1.263667598663194,1.263667598663194
d,OxIOD,smartphone motion,running/imu1,6201,1528386493.37276,-0.716211575,-2.053301975,1.235352871,1.3121537552051186,1.3121537552051186
d,OxIOD,smartphone motion,running/imu1,6256,1528386493.6477299,-0.417156982,-2.275883058,1.229522878,1.3033788826026662,1.3033788826026662
d,OxIOD,smartphone motion,running/imu1,6310,1528386493.91777,-0.118965814,-2.35788643,1.240339612,0.9187691010607104,0.9187691010607104
d,OxIOD,smartphone motion,running/imu1,6364,1528386494.18768,0.168967267,-2.378155124,1.236014111,1.2930295053537713,1.2930295053537713
d,OxIOD,smartphone motion,running/imu1,6419,1528386494.46273,0.496341659,-2.240427604,1.229373838,1.2370828451048324,1.2370828451048324
d,OxIOD,smartphone motion,running/imu1,6473,1528386494.73278,0.734660327,-2.03223596,1.204902354,1.0452410109876493,1.0452410109876493
d,OxIOD,smartphone motion,running/imu1,6528,1528386495.00772,0.955672782,-1.807815009,1.219255916,1.3997548196849217,1.3997548196849217
d,OxIOD,smartphone motion,running/imu1,6582,1528386495.27778,1.069635983,-1.469072605,1.213354399,1.2914618246941791,1.2914618246941791
d,OxIOD,smartphone motion,running/imu1,6636,1528386495.54773,1.146626187,-1.175802076,1.213074302,0.9187007286501171,0.9187007286501171
d,OxIOD,smartphone motion,running/imu1,6691,1528386495.8227499,1.19843468,-0.898869337,1.195145975,1.3336266234233451,1.3336266234233451
d,OxIOD,smartphone motion,running/imu1,6745,1528386496.09278,1.145288289,-0.548012176,1.220982309,1.3580432415238166,1.3580432415238166
d,OxIOD,smartphone motion,running/imu1,6800,1528386496.36783,1.06489508,-0.226963692,1.212180111,1.050763759678042,1.050763759678042
d,OxIOD,smartphone motion,running/imu1,6854,1528386496.63786,1.021812903,0.066425262,1.21664974,1.3727727049244096,1.3727727049244096
d,OxIOD,smartphone motion,running/imu1,6908,1528386496.9077902,0.806006556,0.386660228,1.233193726,1.4611750199940776,1.4611750199940776
d,OxIOD,smartphone motion,running/imu1,6963,1528386497.18277,0.541409668,0.629778572,1.224495215,1.1270982530269757,1.1270982530269757
d,OxIOD,smartphone motion,running/imu1,7017,1528386497.4528499,0.317470887,0.852355595,1.249503416,1.3847318226161853,1.3847318226161853
d,OxIOD,smartphone motion,running/imu1,7072,1528386497.7277,-0.021111281,1.031305489,1.281464778,1.3474519384055994,1.3474519384055994
d,OxIOD,smartphone motion,running/imu1,7126,1528386497.9977899,-0.309947169,1.165552912,1.261293285,1.0740932661046703,1.0740932661046703
d,OxIOD,smartphone motion,running/imu1,7180,1528386498.26785,-0.544923844,1.346002933,1.252729574,1.303234759813116,1.303234759813116
d,OxIOD,smartphone motion,running/imu1,7235,1528386498.54283,-0.819872906,1.535158227,1.258822933,1.1357332139038552,1.1357332139038552
d,OxIOD,smartphone motion,running/imu1,7289,1528386498.81281,-0.972523153,1.707136268,1.239792381,0.7401994536867024,0.7401994536867024
d,OxIOD,smartphone motion,running/imu1,7344,1528386499.08785,-0.948924837,1.932886984,1.226009331,1.0009007813199264,1.0009007813199264
d,OxIOD,smartphone motion,running/imu1,7398,1528386499.3578298,-0.889654084,2.147261819,1.23801846,0.7581177030894888,0.7581177030894888
d,OxIOD,smartphone motion,running/imu1,7452,1528386499.62781,-0.750626448,2.255065405,1.24117165,0.6775150198840044,0.6775150198840044
d,OxIOD,smartphone motion,running/imu1,7507,1528386499.9028301,-0.543566562,2.2981866,1.222466864,0.857759596932866,0.857759596932866
d,OxIOD,smartphone motion,running/imu1,7561,1528386500.1728,-0.32460226,2.351345528,1.232805103,0.8090080800008558,0.8090080800008558
d,OxIOD,smartphone motion,running/imu1,7616,1528386500.4477901,-0.131160735,2.338515132,1.212744362,0.7473738464616504,0.7473738464616504
d,OxIOD,smartphone motion,running/imu1,7670,1528386500.71783,0.104709632,2.271926968,1.205152634,1.1503218695327344,1.1503218695327344
d,OxIOD,smartphone motion,running/imu1,7724,1528386500.98784,0.393031027,2.209962414,1.230973575,1.0169293236804136,1.0169293236804136
d,OxIOD,smartphone motion,running/imu1,7779,1528386501.2628102,0.639507442,2.118868512,1.205070659,0.8919722504396391,0.8919722504396391
d,OxIOD,smartphone motion,running/imu1,7833,1528386501.5327501,0.82102477,1.902483371,1.200097702,1.2410524729239205,1.2410524729239205
d,OxIOD,smartphone motion,running/imu1,7888,1528386501.80786,0.979801717,1.637916995,1.206727633,1.0290559863268314,1.0290559863268314
d,OxIOD,smartphone motion,running/imu1,7942,1528386502.07785,0.993985171,1.397966352,1.189580407,0.8728012979293055,0.8728012979293055
d,OxIOD,smartphone motion,running/imu1,7996,1528386502.3478699,0.930201503,1.134599891,1.185603792,1.053052749802329,1.053052749802329
d,OxIOD,smartphone motion,running/imu1,8051,1528386502.6227999,0.843718017,0.883014649,1.212242214,0.8862739217404189,0.8862739217404189
d,OxIOD,smartphone motion,running/imu1,8105,1528386502.89286,0.688420274,0.737521062,1.203009228,0.8269595951017652,0.8269595951017652
d,OxIOD,smartphone motion,running/imu1,8160,1528386503.16786,0.457376422,0.573908704,1.207668769,1.108941249494786,1.108941249494786
d,OxIOD,smartphone motion,running/imu1,8214,1528386503.43778,0.228687556,0.390991542,1.221068822,1.0433205913736672,1.0433205913736672
d,OxIOD,smartphone motion,running/imu1,8268,1528386503.7078998,-0.01390111,0.253827723,1.207927246,1.1264197873634545,1.1264197873634545
d,OxIOD,smartphone motion,running/imu1,8323,1528386503.98281,-0.335687009,0.070746628,1.208831136,1.4663477266144458,1.4663477266144458
d,OxIOD,smartphone motion,running/imu1,8377,1528386504.2528598,-0.636093554,-0.170871068,1.220280358,1.2986522992785299,1.2986522992785299
d,OxIOD,smartphone motion,running/imu1,8432,1528386504.52782,-0.913727689,-0.342201835,1.208749431,1.2275273452041704,1.2275273452041704
d,OxIOD,smartphone motion,running/imu1,8486,1528386504.7977998,-1.221323144,-0.593056952,1.211283891,1.5427261317706056,1.4975130214052312
d,OxIOD,smartphone motion,running/imu1,8540,1528386505.06788,-1.440470466,-0.910475128,1.232186483,1.3023494270520657,1.3023494270520657
d,OxIOD,smartphone motion,running/imu1,8595,1528386505.34284,-1.594956792,-1.226897777,1.237603188,1.29437583393824,1.29437583393824
d,OxIOD,smartphone motion,running/imu1,8649,1528386505.61287,-1.618133142,-1.590867762,1.230663507,1.4635013274936053,1.4635013274936053
d,OxIOD,smartphone motion,running/imu1,8704,1528386505.8878698,-1.512870573,-1.926864833,1.219181972,1.1014901808391444,1.1014901808391444
d,OxIOD,smartphone motion,running/imu1,8758,1528386506.15785,-1.354452297,-2.170407824,1.244872086,1.277005452819091,1.277005452819091
d,OxIOD,smartphone motion,running/imu1,8812,1528386506.42787,-1.041673558,-2.325201863,1.221602608,1.3346075942638513,1.3346075942638513
d,OxIOD,smartphone motion,running/imu1,8867,1528386506.70285,-0.709458101,-2.414310264,1.210813876,1.1303293471585496,1.1303293471585496
d,OxIOD,smartphone motion,running/imu1,8921,1528386506.97279,-0.361589326,-2.446245357,1.208877782,1.480516918094667,1.480516918094667
d,OxIOD,smartphone motion,running/imu1,8976,1528386507.24788,0.028509456,-2.364163848,1.213663559,1.397749680439209,1.397749680439209
d,OxIOD,smartphone motion,running/imu1,9030,1528386507.5179,0.348115817,-2.227814715,1.24179295,1.1635053848529928,1.1635053848529928
d,OxIOD,smartphone motion,running/imu1,9084,1528386507.78789,0.657173873,-2.106083964,1.240267567,1.3984716387279044,1.3984716387279044
d,OxIOD,smartphone motion,running/imu1,9139,1528386508.06288,0.955046269,-1.860842719,1.241262731,1.350067814746019,1.350067814746019
d,OxIOD,smartphone motion,running/imu1,9193,1528386508.33285,1.162189319,-1.618538548,1.230799557,1.1278828104046268,1.1278828104046268
d,OxIOD,smartphone motion,running/imu1,9248,1528386508.6078699,1.363738332,-1.327246521,1.220594502,1.4422875473792405,1.4422875473792405
d,OxIOD,smartphone motion,running/imu1,9302,1528386508.87789,1.458523958,-0.956252725,1.23581577,1.3412916610668355,1.3412916610668355
d,OxIOD,smartphone motion,running/imu1,9356,1528386509.14769,1.51702041,-0.636371782,1.224012092,1.171791063793931,1.171791063793931
d,OxIOD,smartphone motion,running/imu1,9411,1528386509.4228601,1.572321702,-0.286028945,1.220932761,1.4234352494439104,1.4234352494439104
d,OxIOD,smartphone motion,running/imu1,9465,1528386509.69286,1.522101051,0.082948066,1.234090161,1.305181222781372,1.305181222781372
d,OxIOD,smartphone motion,running/imu1,9520,1528386509.96786,1.500664281,0.396937755,1.218906654,1.1723834306584509,1.1723834306584509
d,OxIOD,smartphone motion,running/imu1,9574,1528386510.2377899,1.496780307,0.732611588,1.209161618,1.4511004458392258,1.4511004458392258
d,OxIOD,smartphone motion,running/imu1,9628,1528386510.5079098,1.406687042,1.08911656,1.240108223,1.2590442713668646,1.2590442713668646
d,OxIOD,smartphone motion,running/imu1,9683,1528386510.7829099,1.319696977,1.395401117,1.236244759,1.0684575366879918,1.0684575366879918
d,OxIOD,smartphone motion,running/imu1,9737,1528386511.0529,1.202907254,1.711065239,1.233458169,1.316294746707614,1.316294746707614
d,OxIOD,smartphone motion,running/imu1,9792,1528386511.32797,0.962076995,1.963308388,1.248982019,1.2244835610197982,1.2244835610197982
d,OxIOD,smartphone motion,running/imu1,9846,1528386511.5978801,0.724557893,2.144319891,1.248142082,1.0327359839588413,1.0327359839588413
d,OxIOD,smartphone motion,running/imu1,9900,1528386511.86789,0.422453231,2.251207485,1.236144423,1.3025351415167226,1.3025351415167226
d,OxIOD,smartphone motion,running/imu1,9955,1528386512.14292,0.101107392,2.222821012,1.243592484,1.1242434054273591,1.1242434054273591
d,OxIOD,smartphone motion,running/imu1,10009,1528386512.41287,-0.176654378,2.180672215,1.22973441,1.0019201732427954,1.0019201732427954
d,OxIOD,smartphone motion,running/imu1,10064,1528386512.6879098,-0.484470601,2.071685174,1.220654676,1.2757094541634992,1.2757094541634992
d,OxIOD,smartphone motion,running/imu1,10118,1528386512.95793,-0.731260855,1.838000564,1.236098491,1.223947176673831,1.223947176673831
d,OxIOD,smartphone motion,running/imu1,10172,1528386513.22782,-0.943308711,1.638907403,1.238694562,1.0865303538109565,1.0865303538109565
d,OxIOD,smartphone motion,running/imu1,10227,1528386513.50285,-1.168477184,1.367308877,1.241154993,1.2945831533403602,1.2945831533403602
d,OxIOD,smartphone motion,running/imu1,10281,1528386513.77296,-1.290241179,1.035310343,1.25861855,1.3152783945402948,1.3152783945402948
d,OxIOD,smartphone motion,running/imu1,10336,1528386514.0479202,-1.422395838,0.75324888,1.244417782,1.0371512429427718,1.0371512429427718
d,OxIOD,smartphone motion,running/imu1,10390,1528386514.3178298,-1.53620784,0.422086079,1.223314153,1.4548875658074296,1.4548875658074296
d,OxIOD,smartphone motion,running/imu1,10444,1528386514.58783,-1.560285104,0.051640225,1.245995185,1.2788329308320405,1.2788329308320405
d,OxIOD,smartphone motion,running/imu1,10499,1528386514.86288,-1.58591389,-0.263164966,1.235973526,1.1498931519757059,1.1498931519757059
d,OxIOD,smartphone motion,running/imu1,10553,1528386515.13293,-1.639840596,-0.612119676,1.223346226,1.4455877365338645,1.4455877365338645
d,OxIOD,smartphone motion,running/imu1,10608,1528386515.40785,-1.587100961,-0.96633105,1.239319855,1.300870049913368,1.300870049913368
d,OxIOD,smartphone motion,running/imu1,10662,1528386515.67787,-1.530907799,-1.266864222,1.233632948,1.0832740562449972,1.0832740562449972
d,OxIOD,smartphone motion,running/imu1,10716,1528386515.9479098,-1.412711363,-1.589358659,1.221867603,1.4113677992134914,1.4113677992134914
d,OxIOD,smartphone motion,running/imu1,10771,1528386516.22295,-1.170320449,-1.870631947,1.231753837,1.2817088742589808,1.2817088742589808
d,OxIOD,smartphone motion,running/imu1,10825,1528386516.49305,-0.976618348,-2.090798399,1.228927477,0.9797660599131414,0.9797660599131414
d,OxIOD,smartphone motion,running/imu1,10880,1528386516.76793,-0.696062168,-2.297034167,1.21186379,1.359485269798889,1.359485269798889
d,OxIOD,smartphone motion,running/imu1,10934,1528386517.03792,-0.354329267,-2.387002366,1.221485436,1.299162491096826,1.299162491096826
d,OxIOD,smartphone motion,running/imu1,10988,1528386517.30791,-0.046263701,-2.415325666,1.214467929,1.030454393003021,1.030454393003021
d,OxIOD,smartphone motion,running/imu1,11043,1528386517.5829399,0.28673992,-2.410255279,1.206900656,1.3308202837487295,1.3308202837487295
d,OxIOD,smartphone motion,running/imu1,11097,1528386517.853,0.613496852,-2.282078894,1.222327769,1.235421794540855,1.235421794540855
d,OxIOD,smartphone motion,running/imu1,11152,1528386518.1279302,0.864771441,-2.158116563,1.207858099,0.9607165351269068,0.9607165351269068
d,OxIOD,smartphone motion,running/imu1,11206,1528386518.39792,1.135909253,-1.975788037,1.194965737,1.3764806976803992,1.3764806976803992
d,OxIOD,smartphone motion,running/imu1,11260,1528386518.6679401,1.322034156,-1.677678653,1.194505071,1.3076735343869028,1.3076735343869028
d,OxIOD,smartphone motion,running/imu1,11315,1528386518.94292,1.461577718,-1.413414553,1.202071426,1.0094752954122261,1.0094752954122261
d,OxIOD,smartphone motion,running/imu1,11369,1528386519.21294,1.582203651,-1.11309692,1.18915119,1.3629832319676827,1.3629832319676827
d,OxIOD,smartphone motion,running/imu1,11424,1528386519.48789,1.597751847,-0.733078835,1.227420402,1.3706426582833047,1.3706426582833047
d,OxIOD,smartphone motion,running/imu1,11478,1528386519.7828999,1.615099455,-0.393478458,1.222745502,0.965095461530868,0.965095461530868
d,OxIOD,smartphone motion,running/imu1,11532,1528386520.05297,1.613228886,-0.063371337,1.230345511,1.2960166455453355,1.2960166455453355
d,OxIOD,smartphone motion,running/imu1,11587,1528386520.3279302,1.453780424,0.239282123,1.264362866,1.1589507139863018,1.1589507139863018
